"","query","kingdom","phylum","class","order","family","genus","species","community"
"935","M03493:516:000000000-L4LRP:1:2102:6875:19911","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"936","M03493:516:000000000-L4LRP:1:1102:18785:19628","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"937","M03493:516:000000000-L4LRP:1:2111:13187:12008","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"938","M03493:516:000000000-L4LRP:1:1107:10016:13404","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces_gracilis","fungi"
"939","M03493:516:000000000-L4LRP:1:1109:6247:20538","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"940","M03493:516:000000000-L4LRP:1:1101:9383:10603","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"941","M03493:516:000000000-L4LRP:1:2107:26881:23605","Fungi","Ascomycota","Sordariomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"942","M03493:516:000000000-L4LRP:1:2106:23330:10038","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"943","M03493:516:000000000-L4LRP:1:1108:20157:9306","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"944","M03493:516:000000000-L4LRP:1:1105:9653:15826","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"945","M03493:516:000000000-L4LRP:1:1102:10262:10569","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"946","M03493:516:000000000-L4LRP:1:1101:10280:19380","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"947","M03493:516:000000000-L4LRP:1:1105:21179:12347","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis_insignis","fungi"
"948","M03493:516:000000000-L4LRP:1:1101:25693:19377","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"949","M03493:516:000000000-L4LRP:1:1101:18168:24108","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_tephrensis","fungi"
"950","M03493:516:000000000-L4LRP:1:1109:10734:18449","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","Ramularia_grevilleana","fungi"
"951","M03493:516:000000000-L4LRP:1:1108:6637:17421","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia_zsoltii_var._yunnanensis","fungi"
"952","M03493:516:000000000-L4LRP:1:1106:5926:15249","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"953","M03493:516:000000000-L4LRP:1:1104:8585:6390","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unassigned","fungi"
"954","M03493:516:000000000-L4LRP:1:1112:24668:8049","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia_stellaris","fungi"
"955","M03493:516:000000000-L4LRP:1:1110:28247:14939","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"956","M03493:516:000000000-L4LRP:1:2107:19951:19995","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","Diaporthe_angelicae","fungi"
"957","M03493:516:000000000-L4LRP:1:1102:20345:16384","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"958","M03493:516:000000000-L4LRP:1:1109:3616:12071","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","unassigned","fungi"
"959","M03493:516:000000000-L4LRP:1:1102:19656:11483","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unassigned","unassigned","fungi"
"960","M03493:516:000000000-L4LRP:1:2114:9096:9618","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys_eudermata","fungi"
"961","M03493:516:000000000-L4LRP:1:1101:21619:7571","Fungi","Ascomycota","Pezizomycetes","Pezizales","unassigned","unassigned","unassigned","fungi"
"962","M03493:516:000000000-L4LRP:1:1102:24523:18858","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_carneus","fungi"
"963","M03493:516:000000000-L4LRP:1:1104:11388:9334","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"964","M03493:516:000000000-L4LRP:1:1102:12688:21722","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unassigned","unassigned","fungi"
"965","M03493:516:000000000-L4LRP:1:1105:6426:14253","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unassigned","unassigned","fungi"
"966","M03493:516:000000000-L4LRP:1:1103:9890:16330","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","unassigned","fungi"
"967","M03493:516:000000000-L4LRP:1:1111:14001:9432","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_bonariae","fungi"
"968","M03493:516:000000000-L4LRP:1:1106:14376:15497","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucocoprinus","Leucocoprinus_cretaceus","fungi"
"969","M03493:516:000000000-L4LRP:1:1109:8378:26913","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_subdisseminatus","fungi"
"970","M03493:516:000000000-L4LRP:1:1107:22949:9146","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"971","M03493:516:000000000-L4LRP:1:1109:12044:19110","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_longicauda","fungi"
"972","M03493:516:000000000-L4LRP:1:1110:10475:13075","Fungi","Ascomycota","Orbiliomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"973","M03493:516:000000000-L4LRP:1:1106:8452:13954","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"974","M03493:516:000000000-L4LRP:1:1108:16726:13783","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"975","M03493:516:000000000-L4LRP:1:1110:14712:7943","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"976","M03493:516:000000000-L4LRP:1:1107:17872:17355","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_linicola","fungi"
"977","M03493:516:000000000-L4LRP:1:1112:7612:19351","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"978","M03493:516:000000000-L4LRP:1:1101:24734:20268","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"979","M03493:516:000000000-L4LRP:1:2101:18170:4663","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"980","M03493:516:000000000-L4LRP:1:2101:17940:9598","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","fungi"
"981","M03493:516:000000000-L4LRP:1:1105:5746:22983","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"982","M03493:516:000000000-L4LRP:1:1104:21297:9250","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"983","M03493:516:000000000-L4LRP:1:1101:18160:22430","Fungi","Basidiomycota","Agaricomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"984","M03493:516:000000000-L4LRP:1:2103:6945:17158","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"985","M03493:516:000000000-L4LRP:1:1110:16467:4397","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","unassigned","fungi"
"986","M03493:516:000000000-L4LRP:1:1101:7883:15019","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Athelia","unassigned","fungi"
"987","M03493:516:000000000-L4LRP:1:1107:4365:9087","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Sympodiella","Sympodiella_goidanichii","fungi"
"988","M03493:516:000000000-L4LRP:1:1109:7635:17555","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"989","M03493:516:000000000-L4LRP:1:1107:11717:13922","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Apseudocercosporella","Apseudocercosporella_trigonotidis","fungi"
"990","M03493:516:000000000-L4LRP:1:1104:16316:7325","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Dactylaria","unassigned","fungi"
"991","M03493:516:000000000-L4LRP:1:2111:10925:11113","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"992","M03493:516:000000000-L4LRP:1:1101:5905:7788","Fungi","Ascomycota","Dothideomycetes","Capnodiales","unassigned","unassigned","unassigned","fungi"
"993","M03493:516:000000000-L4LRP:1:2111:7926:5291","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"994","M03493:516:000000000-L4LRP:1:2102:11777:5272","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_armoraciae","fungi"
"995","M03493:516:000000000-L4LRP:1:1101:12360:6361","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Neoerysiphe","Neoerysiphe_nevoi","fungi"
"996","M03493:516:000000000-L4LRP:1:1107:20755:27414","Fungi","Ascomycota","Lecanoromycetes","Ostropales","unassigned","unassigned","unassigned","fungi"
"997","M03493:516:000000000-L4LRP:1:1109:24050:16712","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"998","M03493:516:000000000-L4LRP:1:1107:17893:20913","Fungi","Glomeromycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"999","M03493:516:000000000-L4LRP:1:1105:9473:8096","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"1000","M03493:516:000000000-L4LRP:1:2107:11584:6120","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_cinereus","fungi"
"1001","M03493:516:000000000-L4LRP:1:1105:11443:6251","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","unassigned","unassigned","fungi"
"1002","M03493:516:000000000-L4LRP:1:1101:27448:19774","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"1003","M03493:516:000000000-L4LRP:1:1108:3963:14440","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"1004","M03493:516:000000000-L4LRP:1:1101:25873:23411","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"1005","M03493:516:000000000-L4LRP:1:1101:5778:24476","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota_lilacea","fungi"
"1006","M03493:516:000000000-L4LRP:1:1101:28263:9347","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"1007","M03493:516:000000000-L4LRP:1:1106:13616:18832","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_gloeosporioides","fungi"
"1008","M03493:516:000000000-L4LRP:1:1103:14627:20431","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"1009","M03493:516:000000000-L4LRP:1:1107:17222:15156","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1010","M03493:516:000000000-L4LRP:1:1113:27783:12872","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","unassigned","unassigned","fungi"
"1011","M03493:516:000000000-L4LRP:1:1101:22130:22339","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum","fungi"
"1012","M03493:516:000000000-L4LRP:1:1104:22477:23183","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta_fasciculata","fungi"
"1013","M03493:516:000000000-L4LRP:1:1101:5906:23549","Fungi","Ascomycota","Sordariomycetes","Sordariales","unassigned","unassigned","unassigned","fungi"
"1014","M03493:516:000000000-L4LRP:1:1101:21488:4289","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","unassigned","fungi"
"1015","M03493:516:000000000-L4LRP:1:1108:17386:3872","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"1016","M03493:516:000000000-L4LRP:1:1104:22287:16526","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium_aethiopicum","fungi"
"1017","M03493:516:000000000-L4LRP:1:1108:13615:19285","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1018","M03493:516:000000000-L4LRP:1:1106:25782:13391","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_furcatum","fungi"
"1019","M03493:516:000000000-L4LRP:1:1101:22794:15278","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1020","M03493:516:000000000-L4LRP:1:1101:16232:13182","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Emmonsiellopsis","Emmonsiellopsis_coralliformis","fungi"
"1021","M03493:516:000000000-L4LRP:1:2102:6604:22591","Fungi","Basidiomycota","Tremellomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"1022","M03493:516:000000000-L4LRP:1:2106:16530:16463","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1023","M03493:516:000000000-L4LRP:1:1105:3932:18117","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_hamatum","fungi"
"1024","M03493:516:000000000-L4LRP:1:1101:9530:21881","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Neofitzroyomyces","Neofitzroyomyces_nerii","fungi"
"1025","M03493:516:000000000-L4LRP:1:1113:14856:25278","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum_floriforme","fungi"
"1026","M03493:516:000000000-L4LRP:1:1107:23904:24844","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus_irregularis","fungi"
"1027","M03493:516:000000000-L4LRP:1:1101:13223:16031","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"1028","M03493:516:000000000-L4LRP:1:1105:7209:12965","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unassigned","fungi"
"1029","M03493:516:000000000-L4LRP:1:1101:6977:7260","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1030","M03493:516:000000000-L4LRP:1:2110:24944:18282","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_bonariae","fungi"
"1031","M03493:516:000000000-L4LRP:1:1104:12948:8036","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1032","M03493:516:000000000-L4LRP:1:1113:18032:9944","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria","Pseudallescheria_boydii","fungi"
"1033","M03493:516:000000000-L4LRP:1:1101:16037:7722","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma_graphitipes_f._cystidiatum","fungi"
"1034","M03493:516:000000000-L4LRP:1:1112:29356:13307","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Occultifur","unassigned","fungi"
"1035","M03493:516:000000000-L4LRP:1:1114:6293:24988","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","Fibulochlamys_chilensis","fungi"
"1036","M03493:516:000000000-L4LRP:1:2101:21755:10272","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1037","M03493:516:000000000-L4LRP:1:1106:22639:22367","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1038","M03493:516:000000000-L4LRP:1:1103:16574:28688","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"1039","M03493:516:000000000-L4LRP:1:2106:17595:11288","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1040","M03493:516:000000000-L4LRP:1:1101:2842:15105","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1041","M03493:516:000000000-L4LRP:1:1102:26168:6742","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"1042","M03493:516:000000000-L4LRP:1:1103:9183:13233","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1043","M03493:516:000000000-L4LRP:1:1110:10770:16555","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1044","M03493:516:000000000-L4LRP:1:1110:3194:13481","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unassigned","fungi"
"1045","M03493:516:000000000-L4LRP:1:1108:24667:8092","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1046","M03493:516:000000000-L4LRP:1:1110:28948:12696","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"1047","M03493:516:000000000-L4LRP:1:1104:19292:6107","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma_bauhiniae","fungi"
"1048","M03493:516:000000000-L4LRP:1:2113:2549:13815","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","Phoma_aloes","fungi"
"1049","M03493:516:000000000-L4LRP:1:1102:13108:2289","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","unassigned","unassigned","fungi"
"1050","M03493:516:000000000-L4LRP:1:2101:10620:5997","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1051","M03493:516:000000000-L4LRP:1:1101:26582:9756","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","unassigned","unassigned","fungi"
"1052","M03493:516:000000000-L4LRP:1:1103:10987:16345","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Arthropsis","Arthropsis_hispanica","fungi"
"1053","M03493:516:000000000-L4LRP:1:2110:13487:8959","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_polysporum","fungi"
"1054","M03493:516:000000000-L4LRP:1:1101:5046:6893","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1055","M03493:516:000000000-L4LRP:1:1110:21214:3533","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","fungi"
"1056","M03493:516:000000000-L4LRP:1:2105:10624:20309","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","fungi"
"1057","M03493:516:000000000-L4LRP:1:1103:12216:4404","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pulvinula","Pulvinula_convexella","fungi"
"1058","M03493:516:000000000-L4LRP:1:1112:22861:18155","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1059","M03493:516:000000000-L4LRP:1:1103:12295:18087","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"1060","M03493:516:000000000-L4LRP:1:1105:6650:15623","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus","Iodophanus_carneus","fungi"
