"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Pezizaceae::Cluster_79","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unassigned","unassigned","fungi"
"Fungi::Cluster_108","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Talaromyces duclauxii::Cluster_55","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces duclauxii","fungi"
"Didymella::Cluster_290","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","unassigned","fungi"
"Xylariales::Cluster_193","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"Xylariales::Cluster_729","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"Ascobolus::Cluster_690","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unassigned","fungi"
"Chytridiomycota::Cluster_362","Fungi","Chytridiomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Fungi::Cluster_365","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Candida::Cluster_605","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales fam_Incertae_sedis","Candida","unassigned","fungi"
"Vishniacozyma carnescens::Cluster_63","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma carnescens","fungi"
"Podospora::Cluster_610","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unassigned","fungi"
"Pleosporales::Cluster_66","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"Fungi::Cluster_338","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Didymellaceae::Cluster_459","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unassigned","unassigned","fungi"
"Waitea circinata::Cluster_762","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea circinata","fungi"
"Gibberella avenacea::Cluster_187","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Gibberella avenacea","fungi"
"Preussia::Cluster_288","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"Trichoderma spirale::Cluster_115","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma spirale","fungi"
"Albifimbria verrucaria::Cluster_504","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","Albifimbria verrucaria","fungi"
"Acremonium fusidioides::Cluster_380","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales fam_Incertae_sedis","Acremonium","Acremonium fusidioides","fungi"
"Beauveria bassiana::Cluster_615","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana","fungi"
"Fungi::Cluster_508","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Ascomycota::Cluster_257","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Metacordyceps::Cluster_123","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","unassigned","fungi"
"Trichoderma lanuginosum::Cluster_127","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma lanuginosum","fungi"
"Gibellulopsis::Cluster_128","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","unassigned","fungi"
"Chordomyces antarcticus::Cluster_204","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces antarcticus","fungi"
"Bolbitiaceae::Cluster_390","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","unassigned","unassigned","fungi"
"Platystomum crataegi::Cluster_105","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Platystomum","Platystomum crataegi","fungi"
"Tremellales::Cluster_269","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"Hymenoscyphus menthae::Cluster_304","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Hymenoscyphus","Hymenoscyphus menthae","fungi"
"Stagonospora::Cluster_488","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","unassigned","fungi"
